id,play_order,Team.Name,City,Country,lon,lat
117,4,SCU_China,Chengdu,CHINA,104.066801,30.572815
118,4,SCU-WestChina,Chengdu,CHINA,104.066801,30.572815
119,4,UESTC-China,Chengdu,CHINA,104.066801,30.572815
120,4,SiCAU-China,China,CHINA,104.195397,35.86166
121,4,TMMU-China,Shapingba District,CHINA,106.456877,29.541144
122,4,ITB_Indonesia,Bandung,INDONESIA,107.6191228,-6.9174639
123,4,NPU-China,Xi'an,CHINA,108.93977,34.341574
124,4,NWU-CHINA,Xi'an,CHINA,108.93977,34.341574
125,4,NUDT_CHINA,Changsha,CHINA,112.938814,28.228209
126,4,GZHS-United,Guangzhou,CHINA,113.264385,23.12911
127,4,SCUT-China_A,Guangzhou,CHINA,113.264385,23.12911
128,4,SCUT-FSE-CHINA,Guangzhou,CHINA,113.264385,23.12911
129,4,SYSU-CHINA,Guangzhou,CHINA,113.264385,23.12911
130,4,SYSU-Software,GuangZhou,CHINA,113.264385,23.12911
131,4,BGIC-Union,Shenzhen,CHINA,114.057865,22.543096
132,4,Shenzhen_SFLS,Shenzhen,CHINA,114.057865,22.543096
133,4,SIAT-SCIE,Shenzhen,CHINA,114.057865,22.543096
134,4,SMS_Shenzhen,Shenzhen,CHINA,114.057865,22.543096
135,4,SSTi-SZGD,Shenzhen,CHINA,114.057865,22.543096
136,4,SUSTech_Shenzhen,Shenzhen,CHINA,114.057865,22.543096
137,4,SZU-China,ShenZhen,CHINA,114.057865,22.543096
138,4,HK_SKHLPSS,Hong Kong,HONG KONG,114.109497,22.396428
139,4,Hong_Kong_UCCKE,Hong Kong,HONG KONG,114.109497,22.396428
140,4,Hong_Kong_HKU,Pokfulam,HONG KONG,114.1290719,22.2679201
141,4,Hong_Kong_HKUST,Kowloon,HONG KONG,114.1796057,22.3185673
142,4,Hong_Kong-CUHK,Shatin,HONG KONG,114.1974398,22.3771304
143,4,HBUT-China,Wuhan,CHINA,114.305539,30.592849
144,4,HUST-China,Wuhan,CHINA,114.305539,30.592849
145,4,HZAU-China,Wuhan,CHINA,114.305539,30.592849
146,4,WHU-China,WuHan,CHINA,114.305539,30.592849
147,4,SHSBNU_China,"Haidian District,Beijing",CHINA,116.298326,39.959953
148,4,Tsinghua,"Haidian District, Beijing",CHINA,116.298326,39.959953
149,4,BIT,Beijing,CHINA,116.4073963,39.9041999
150,4,BIT-China,Beijing,CHINA,116.4073963,39.9041999
151,4,BNDS_China,Beijing,CHINA,116.4073963,39.9041999
152,4,BNU-China,Beijing,CHINA,116.4073963,39.9041999
153,4,CIEI-BJ,Beijing,CHINA,116.4073963,39.9041999
154,4,CIEI-China,Beijing,CHINA,116.4073963,39.9041999
155,4,Peking,Beijing,CHINA,116.4073963,39.9041999
156,4,RDFZ-China,Beijing,CHINA,116.4073963,39.9041999
157,4,SDSZ-China,Beijing,CHINA,116.4073963,39.9041999
158,4,Tsinghua-A,Beijing,CHINA,116.4073963,39.9041999
159,4,UCAS,Beijing,CHINA,116.4073963,39.9041999
160,4,UST_Beijing,Beijing,CHINA,116.4073963,39.9041999
161,4,JNFLS,Jinan,CHINA,117.120095,36.6512
162,4,SDU_CHINA,Jinan,CHINA,117.120095,36.6512
163,4,HFUT-China,Hefei,CHINA,117.227219,31.820591
164,4,USTC,HEFEI,CHINA,117.227219,31.820591
165,4,USTC-Software,HEFEI,CHINA,117.227219,31.820591
166,4,NKU_China,Tianjin,CHINA,117.3616476,39.3433574
167,4,Tianjin,Tianjin,CHINA,117.3616476,39.3433574
168,4,TJU_China,Tianjin,CHINA,117.3616476,39.3433574
169,4,TUST_China,Tianjin,CHINA,117.3616476,39.3433574
170,4,XMU-China,Xiamen,CHINA,118.089425,24.479833
171,4,AHUT_China,Ma'anshan,CHINA,118.507011,31.67044
172,4,CPU_CHINA,Nanjing,CHINA,118.796877,32.060255
173,4,Nanjing_NFLS,Nanjing,CHINA,118.796877,32.060255
174,4,Nanjing-China,Nanjing,CHINA,118.796877,32.060255
175,4,NAU-CHINA,Nanjing ,CHINA,118.796877,32.060255
176,4,NJU-China,Nanjing,CHINA,118.796877,32.060255
177,4,FAFU-CHINA,Fuzhou,CHINA,119.296482,26.074478
178,4,ASTWS-China,Hangzhou,CHINA,120.15507,30.274084
179,4,HFLS_H2Z_Hangzhou,HangZhou,CHINA,120.15507,30.274084
180,4,Worldshaper-Nanjing,Hangzhou,CHINA,120.15507,30.274084
181,4,Worldshaper-Wuhan,Hangzhou,CHINA,120.15507,30.274084
182,4,Worldshaper-XSHS,Hangzhou,CHINA,120.15507,30.274084
183,4,ZJU-China,Hangzhou,CHINA,120.15507,30.274084
184,4,ZJUT-China,Hangzhou,CHINA,120.15507,30.274084
185,4,NCKU_Tainan,Tainan,TAIWAN,120.2270277,22.9997281
186,4,OUC-China,Qingdao,CHINA,120.382609,36.067108
187,4,CCU_Taiwan,"Min-Hsiung, Chia-Yi",TAIWAN,120.4233654,23.5436443
188,4,XJTLU-CHINA,SUZHOU,CHINA,120.585289,31.298974
189,4,CSMU_NCHU_Taiwan,Taichung City,TAIWAN,120.6736482,24.1477358
190,4,Mingdao,Taichung City,TAIWAN,120.6736482,24.1477358
191,4,NCTU_Formosa,Hsinchu,TAIWAN,120.9674798,24.8138287
192,4,NTHU_Taiwan,Hsinchu,TAIWAN,120.9674798,24.8138287
193,4,TCFSH_Taiwan,Hsinchu,TAIWAN,120.9674798,24.8138287
194,4,CGU_Taiwan,"Kweishan, Taoyuan",TAIWAN,121.237221,25.069656
195,4,ECUST,Shanghai,CHINA,121.4737021,31.2303904
196,4,Fudan,Shanghai,CHINA,121.4737021,31.2303904
197,4,Fudan_China,Shanghai,CHINA,121.4737021,31.2303904
198,4,Shanghaitech,Shanghai,CHINA,121.4737021,31.2303904
199,4,SJTU-BioX-Shanghai,Shanghai,CHINA,121.4737021,31.2303904
200,4,SJTU-Software,Shanghai,CHINA,121.4737021,31.2303904
201,4,SUIS_Alpha_Shanghai,Shanghai,CHINA,121.4737021,31.2303904
202,4,Tongji_China,Shanghai,CHINA,121.4737021,31.2303904
203,4,NYU_Shanghai,Pudong New Area,CHINA,121.544379,31.221517
204,4,NYMU-Taipei,Taipei,TAIWAN,121.5654177,25.0329694
205,4,TAS_Taipei,Taipei,TAIWAN,121.5654177,25.0329694
206,4,NEU-China,Shenyang,CHINA,123.431472,41.805699
207,4,Jilin_China,Changchun,CHINA,125.323544,43.817071
208,4,NEFU_China,Harbin,CHINA,126.534967,45.803775
209,4,KUAS_Korea,Seoul,"KOREA, REPUBLIC OF",126.9779692,37.566535
210,4,TNCR_Korea,Jeonju,"KOREA, REPUBLIC OF",127.1479532,35.8242238
211,4,Nagahama,Nagahama,JAPAN,136.265852,35.387347
212,4,Kobe,Kobe,JAPAN,135.1955112,34.690083
213,4,Kyoto,Kyoto,JAPAN,135.7680294,35.0116363
214,4,Gifu,Gifu,JAPAN,136.7606537,35.4232984
215,4,KAIT_JAPAN,Asugi,JAPAN,139.343138,35.486426
216,4,TokyoTech,Yokohama-shi,JAPAN,139.6380256,35.4437078
217,4,ASIJ_TOKYO,Tokyo,JAPAN,139.6917064,35.6894875
218,4,Botchan_Lab_Tokyo,noda-shi,JAPAN,139.8747636,35.9551921
219,4,HokkaidoU_Japan,Sapporo,JAPAN,141.3543763,43.0620958
220,5,Bilkent-UNAMBG,Ankara,TURKEY,32.8597419,39.9333635
221,5,TECHNION-ISRAEL,Haifa,ISRAEL,34.989571,32.7940463
222,5,Tel-Hai,Kiryat-Shemona,ISRAEL,35.570246,33.207933
223,5,UCC_Ireland,Cork,IRELAND,-8.4863157,51.8968917
224,5,Warwick,Coventry,UNITED KINGDOM,-1.58727,52.280149
225,5,Glasgow,Glasgow,UNITED KINGDOM,-4.251806,55.864237
226,5,Edinburgh_OG,Edinburgh,UNITED KINGDOM,-3.188267,55.953252
227,5,Edinburgh_UG,Edinburgh,UNITED KINGDOM,-3.188267,55.953252
228,5,Cardiff_Wales,Cardiff,UNITED KINGDOM,-3.17909,51.481581
229,5,Bristol,Bristol,UNITED KINGDOM,-2.58791,51.454513
230,5,Manchester,Manchester,UNITED KINGDOM,-2.2426305,53.4807593
231,5,Newcastle,Newcastle Upon Tyne,UNITED KINGDOM,-1.61778,54.978252
232,5,Sheffield,Sheffield,UNITED KINGDOM,-1.470085,53.381129
233,5,Oxford,Oxford,UNITED KINGDOM,-1.2577263,51.7520209
234,5,UNOTT,Nottingham,UNITED KINGDOM,-1.1581086,52.9547832
235,5,Bordeaux,Pessac,FRANCE,-0.630386,44.80583
236,5,Valencia_UPV,ValËncia,SPAIN,-0.3762881,39.4699075
237,5,CLSB-UK,London,UNITED KINGDOM,-0.1277583,51.5073509
238,5,Westminster_UK,London,UNITED KINGDOM,-0.1277583,51.5073509
239,5,UCL,London,UNITED KINGDOM,-0.1277583,51.5073509
240,5,Judd_UK,Tonbridge,UNITED KINGDOM,0.27568,51.195043
241,5,Kent,Canterbury,UNITED KINGDOM,1.0789089,51.280233
242,5,INSA-UPS_France,Toulouse,FRANCE,1.444209,43.604652
243,5,Paris_Bettencourt,Paris,FRANCE,2.3522219,48.856614
244,5,Pasteur_Paris,Paris,FRANCE,2.3522219,48.856614
245,5,UPMC_PARIS,	PARIS,FRANCE,2.3522219,48.856614
246,5,IONIS-PARIS,VILLEJUIF,FRANCE,2.359279,48.792716
247,5,Evry_Paris-Saclay,Evry,FRANCE,2.441782,48.629828
248,5,TUDelft,Delft,NETHERLANDS,4.3570677,52.0115769
249,5,UCLouvain,Louvain-la-Neuve,BELGIUM,4.6118324,50.668081
250,5,KU_Leuven,Leuven,BELGIUM,4.7005176,50.8798438
251,5,Amsterdam,Amsterdam,NETHERLANDS,4.8951679,52.3702157
252,5,Utrecht,Utrecht,NETHERLANDS,5.1214201,52.0907374
253,5,Aix-Marseille,Marseille,FRANCE,5.36978,43.296482
254,5,TU-Eindhoven,Eindhoven,NETHERLANDS,5.4697225,51.441642
255,5,Wageningen_UR,Wageningen,NETHERLANDS,5.6653948,51.9691868
256,5,Grenoble-Alpes,La Tronche,FRANCE,5.737805,45.205168
257,5,Aachen,Aachen,GERMANY,6.0838868,50.7753455
258,5,Groningen,Groningen,NETHERLANDS,6.5665017,53.2193835
259,5,EPFL,Lausanne,SWITZERLAND,6.6322734,46.5196535
260,5,Cologne-Duesseldorf,Duesseldorf,GERMANY,6.7734556,51.2277411
261,5,ETH_Zurich,Basel,SWITZERLAND,7.5885761,47.5595986
262,5,Freiburg,Freiburg,GERMANY,7.8421043,47.9990077
263,5,Bielefeld-CeBiTec,Bielefeld,GERMANY,8.5324708,52.0302285
264,5,TU_Darmstadt,Darmstadt,GERMANY,8.6511929,49.8728253
265,5,Heidelberg,Heidelberg,GERMANY,8.6724335,49.3987524
266,5,Tuebingen,Tuebingen,GERMANY,9.0576448,48.5216364
267,5,Stuttgart,Stuttgart,GERMANY,9.1829321,48.7758459
268,5,Hamburg,Hamburg,GERMANY,9.9936819,53.5510846
269,5,NTNU_Trondheim,Trondheim,NORWAY,10.3950528,63.4305149
270,5,SDU-Denmark,Odense M,DENMARK,10.4033399,55.3790617
271,5,UiOslo_Norway,Oslo,NORWAY,10.7522454,59.9138688
272,5,Franconia,Erlangen,GERMANY,11.0119611,49.5896744
273,5,UNIFI,Sesto Fiorentino,ITALY,11.2183781,43.8374367
274,5,Munich,Garching,GERMANY,11.6532477,48.2488721
275,5,Chalmers-Gothenburg,Gothenburg,SWEDEN,11.97456,57.70887
276,5,DTU-Denmark,Kgs. Lyngby,DENMARK,12.4949429,55.763516
277,5,UCopenhagen,Frederiksberg,DENMARK,12.513321,55.677069
278,5,Potsdam,Potsdam-Golm,GERMANY,12.9573975,52.4038381
279,5,Lund,Lund,SWEDEN,13.1910073,55.7046601
280,5,Berlin_diagnostX,Berlin,GERMANY,13.404954,52.5200066
281,5,TU_Dresden,Dresden,GERMANY,13.7372621,51.0504088
282,5,NAWI_Graz,Graz,AUSTRIA,15.439504,47.070714
283,5,Linkoping_Sweden,Linkˆping,SWEDEN,15.6213728,58.410807
284,5,BOKU-Vienna,Vienna,AUSTRIA,16.3738189,48.2081743
285,5,Uppsala,Uppsala,SWEDEN,17.6389267,59.8585638
286,5,Stockholm,Stockholm,SWEDEN,18.0685808,59.3293235
287,5,Szeged_SA_RMG,Szeged,HUNGARY,20.1414253,46.2530102
288,5,Greece,Thessaloniki,GREECE,22.9444191,40.6400629
289,5,Bulgaria,Sofia,BULGARIA,23.3218675,42.6977082
290,5,Aalto-Helsinki,Espoo,FINLAND,24.6559,60.2054911
291,5,Vilnius-Lithuania,Vilnius,LITHUANIA,25.2796514,54.6871555
292,5,Tartu_TUIT,Tartu,ESTONIA,26.7290062,58.3776252
293,6,Macquarie_Australia,Macquarie University,AUSTRALIA,151.1126498,-33.7738237
294,6,SECA_NZ,Auckland City,NEW ZEALAND,174.7633315,-36.8484597
295,6,Sydney_Australia,Darlington ,AUSTRALIA,151.192646,-33.890714
